Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Genome assembly ID	Taxon mnemonic	Components	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000006704	Barley yellow mosaic virus (isolate China/Yancheng/1998) (BaYMV)	652104	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Bymovirus, Bymovirus hordeiluteum, Barley yellow mosaic virus	GCA_000860765.1	BAYMY	Genome	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Bymovirus	Bymovirus hordeiluteum
UP000006710	Sindbis virus (SINV)	11034	3		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus	GCA_000860545.1	SINDV	Genome	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	
UP000006716	Human coronavirus 229E (HCoV-229E)	11137	8		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Alphacoronavirus, Duvinacovirus, Alphacoronavirus chicagoense	GCA_000853505.1	CVH22	Genome	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus chicagoense
UP000006717	Avian infectious bronchitis virus (strain Beaudette) (IBV)	11122	10		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Gammacoronavirus, Igacovirus, Avian coronavirus, Infectious bronchitis virus	GCA_000862965.1	IBVB	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Gammacoronavirus	Avian coronavirus
UP000006723	Potato leafroll virus (strain Potato/Scotland/strain 1/1984) (PLrV)	12046	9		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Sobelivirales, Solemoviridae, Polerovirus, Polerovirus PLRV, Potato leafroll virus	GCA_000856725.1	PLRV1	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Polerovirus	Polerovirus PLRV
UP000006724	Human hepatitis A virus genotype IB (isolate HM175) (HHAV) (Human hepatitis A virus (isolate Human/Australia/HM175/1976))	12098	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Heptrevirinae, Hepatovirus, Hepatovirus ahepa, Hepatovirus A, Human hepatitis A virus	GCA_000860505.1	HAVHM	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Hepatovirus	Hepatovirus ahepa
UP000006848	Tick-borne powassan virus (strain LB) (POWV) (Powassan virus)	39008	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus powassanense, Powassan virus	GCA_000860485.1	POWVL	Segment	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus powassanense
UP000007016	Soybean mosaic virus (strain N) (SMV)	12223	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus glycitessellati, Soybean mosaic virus	GCA_000862465.1	SBMVN	Segment	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus glycitessellati
UP000007023	Porcine circovirus 1 (PCV1)	133704	2		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, Circovirus porcine1	GCA_000837765.1	PCV1	Genome	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Circovirus porcine1
UP000007070	Human rhinovirus A serotype 89 (strain 41467-Gallo) (HRV-89)	650130	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Ensavirinae, Enterovirus, Rhinovirus A, Human rhinovirus 89	GCA_008767175.1	HRV8A	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A
UP000007084	Sweet potato mild mottle virus (isolate Salazar) (SPMMV)	652105	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Ipomovirus, Ipomovirus lenisbatatae, Sweet potato mild mottle virus	GCA_000860665.1	SPMMV	Segment	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Ipomovirus	Ipomovirus lenisbatatae
UP000007086	Rice tungro spherical virus (strain A) (RTSV) (Rice tungro spherical waikavirus)	337081	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Secoviridae, Waikavirus, Waikavirus oryzae, Rice tungro spherical virus	GCA_000860625.1	RTSVA	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Waikavirus	Waikavirus oryzae
UP000007103	Parsnip yellow fleck virus (isolate P-121) (PYFV)	33762	1		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Secoviridae, Sequivirus, Sequivirus pastinacae, Parsnip yellow fleck virus	GCA_000862945.1	PYFV1	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Sequivirus	Sequivirus pastinacae
UP000007192	Murine coronavirus (strain A59) (MHV-A59) (Murine hepatitis virus)	11142	11		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Embecovirus, Murine coronavirus, Murine hepatitis virus	GCA_000862345.1	CVMA5	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Murine coronavirus
UP000007207	Reston ebolavirus (strain Reston-89) (REBOV) (Reston Ebola virus)	386032	9		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Filoviridae, Orthoebolavirus, Orthoebolavirus restonense, Reston ebolavirus	GCA_000854085.1	EBORR	Segment	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus restonense
UP000007209	Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus)	128952	9		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Filoviridae, Orthoebolavirus, Orthoebolavirus zairense, Ebola virus	GCA_000848505.1	EBOZM	Genome	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus zairense
UP000007214	Japanese encephalitis virus (strain Jaoars982) (JEV)	11075	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus japonicum, Japanese encephalitis virus	GCA_000862145.1	JAEVJ	Segment	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus japonicum
UP000007215	Sheep pulmonary adenomatosis virus (Jaagsiekte sheep retrovirus) (JSRV)	11746	5		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Betaretrovirus, Betaretrovirus ovijaa	GCA_000850005.1	JSRV	Genome	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Betaretrovirus	Betaretrovirus ovijaa
UP000007222	Simian immunodeficiency virus (isolate TAN1) (SIV-cpz) (Chimpanzee immunodeficiency virus)	388910	9		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Lentivirus simimdef, Simian immunodeficiency virus, Simian immunodeficiency virus - cpz	GCA_003099055.1	SIVTN	Segment	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Lentivirus simimdef
UP000007223	Squirrel monkey retrovirus (SMRV-H) (SMRV-HLB)	11856	4		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Betaretrovirus, Betaretrovirus squmon	GCA_000851925.1	SMRVH	Segment	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Betaretrovirus	Betaretrovirus squmon
UP000007243	Hepatitis E virus genotype 1 (isolate Human/Burma) (HEV-1)	31767	3		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Hepelivirales, Hepeviridae, Orthohepevirinae, Paslahepevirus, Hepatitis E virus	GCA_002826225.1	HEVBU	Segment	Orthornavirae	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	Paslahepevirus	Hepatitis E virus
UP000007251	Cryphonectria hypovirus 1 (strain EP713) (CHV-1/EP713) (Chestnut blight fungus hypovirulence-associated virus)	12478	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Hypoviridae, Alphahypovirus, Alphahypovirus cryphonectriae, Cryphonectria hypovirus 1	GCA_000849145.1	CHPVE	Segment	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Alphahypovirus	Alphahypovirus cryphonectriae
UP000007402	Tick-borne encephalitis virus European subtype (strain Neudoerfl) (NEUV) (Neudoerfl virus)	11088	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus encephalitidis, Tick-borne encephalitis virus	GCA_000863125.1	TBEVW	Segment	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus encephalitidis
UP000007405	Tomato golden mosaic virus (strain Yellow vein) (TGMV)	223341	7		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus solanumaureimusivi, Tomato golden mosaic virus	GCA_000839565.1	TGMVY	Genome	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus solanumaureimusivi
UP000007420	Human immunodeficiency virus type 1 group N (isolate YBF30) (HIV-1)	388818	9		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Lentivirus humimdef1, Human immunodeficiency virus type 1, HIV-1 group N	GCA_003108645.1	HV1YF	Segment	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Lentivirus humimdef1
UP000007440	Avian nephritis virus 1 (ANV-1)	336960	3		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Stellavirales, Astroviridae, Avastrovirus, Avastrovirus galli, Avastrovirus 2	GCA_000852205.1	ANV1	Segment	Orthornavirae	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Avastrovirus	Avastrovirus galli
UP000007442	Aura virus (AURAV)	44158	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus aura	GCA_000852325.1	AURAV	Genome	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Alphavirus aura
UP000007451	Bat coronavirus HKU5 (BtCoV) (BtCoV/HKU5/2004)	694008	10		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Merbecovirus, Betacoronavirus pipistrelli	GCA_000873025.1	BCHK5	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus pipistrelli
UP000007452	Bean common mosaic necrosis virus (strain NL-3) (BCMNV) (Bean common mosaic virus serotype A (strain NL-3))	500578	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus phaseoli, Bean common mosaic necrosis virus	GCA_000861385.1	BCMNN	Segment	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus phaseoli
UP000007549	Tobacco vein mottling virus (TVMV)	12228	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus nicotianavenamaculae	GCA_000860705.1	TVMV	Genome	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus nicotianavenamaculae
UP000007552	Human coronavirus OC43 (HCoV-OC43)	31631	10		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Embecovirus, Betacoronavirus 1	GCA_003972325.1	CVHOC	Genome	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1
UP000007609	Barmah forest virus (BFV)	11020	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus barmah	GCA_000847585.1	BFV	Segment	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Alphavirus barmah
UP000007610	Bean-pod mottle virus (strain Kentucky G7) (BPMV)	31715	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Secoviridae, Comovirinae, Comovirus, Comovirus siliquae, Bean pod mottle virus	GCA_000862925.1	BPMV	Genome	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Secoviridae	Comovirus	Comovirus siliquae
UP000007616	Bovine respiratory syncytial virus (strain A51908) (BRS)	11247	11		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Pneumoviridae, Orthopneumovirus, Orthopneumovirus bovis, bovine respiratory syncytial virus	GCA_002815455.1	BRSVA	Genome	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Pneumoviridae	Orthopneumovirus	Orthopneumovirus bovis
UP000007617	Beet mosaic virus (BtMV)	114921	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus betaceum	GCA_000854465.1	BTMV	Genome	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus betaceum
UP000007619	Bovine viral diarrhea virus (strain SD-1) (BVDV) (Mucosal disease virus)	31656	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Pestivirus, Pestivirus bovis	GCA_013088505.1	BVDVS	Genome	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus bovis
UP000007644	Louping ill virus (LIV)	11086	1		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus loupingi	GCA_000863165.1	LIV	Segment	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus loupingi
UP000007689	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1)	327105	9		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Lentivirus humimdef1, Human immunodeficiency virus type 1, HIV-1 group O	GCA_003104375.1	HV1AN	Segment	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Lentivirus humimdef1
UP000007705	Simian virus 40 (SV40)	1891767	6		Unknown	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus	GCA_000837645.1	SV40	Genome	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	
UP000007765	Koala retrovirus (KoRV)	394239	3		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Gammaretrovirus, Gammaretrovirus koa	GCA_002888855.1	KORV	Segment	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Gammaretrovirus koa
UP000007774	Mayaro virus (strain Brazil) (MAYV)	374990	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus mayaro, Mayaro virus	GCA_000863385.1	MAYAB	Segment	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Alphavirus mayaro
UP000007786	Ovine astrovirus 1 (OAstV-1)	1239577	3		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Stellavirales, Astroviridae, Mamastrovirus, Mamastrovirus ovis	GCA_000855165.1	OASV1	Segment	Orthornavirae	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus ovis
UP000007787	O'nyong-nyong virus (strain SG650) (ONNV)	374989	2		Unknown	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Onyong-nyong virus	GCA_002888795.1	ONNVS	Segment	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Onyong-nyong virus
UP000007804	Borna disease virus (strain V) (BDV)	928296	6		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Bornaviridae, unclassified Bornaviridae, Borna disease virus	GCA_002366305.1	BDVV	Segment	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Bornaviridae		Borna disease virus
UP000007930	Hepatitis B virus genotype D subtype ayw (isolate France/Tiollais/1979) (HBV-D)	490133	7		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Blubervirales, Hepadnaviridae, Orthohepadnavirus, Hepatitis B virus, hepatitis B virus genotype D	GCA_000861825.2	HBVD3	Segment	Pararnavirae	Artverviricota	Revtraviricetes	Blubervirales	Hepadnaviridae	Orthohepadnavirus	Hepatitis B virus
UP000008026	Tacaribe virus (strain Franze-Fernandez) (TCRV)	928313	4		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Arenaviridae, Mammarenavirus, Tacaribe virus	GCA_000853285.1	TACVF	Genome	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	Tacaribe virus
UP000008029	Human T-cell leukemia virus 3 (strain 2026ND) (HTLV-3)	402036	6		Unknown	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Deltaretrovirus, Deltaretrovirus priTlym3, Primate T-lymphotropic virus 3, Human T-cell leukemia virus 3		HTL32	Genome	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Deltaretrovirus	Deltaretrovirus priTlym3
UP000008115	Hepatitis delta virus genotype III (isolate VnzD8349) (HDV)	261994	2		Unknown	Viruses, Ribozyviria, Kolmioviridae, Deltavirus, Hepatitis delta virus	GCA_018547805.1	HDVV2	Segment	Viruses				Kolmioviridae	Deltavirus	Hepatitis delta virus
UP000008157	Pepper mottle virus (isolate California) (PeMV) (PepMoV C)	31737	2		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus capsimaculae, Pepper mottle virus	GCA_000860525.1	PEMVC	Segment	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus capsimaculae
UP000008158	Influenza B virus (strain B/Lee/1940)	518987	11		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Insthoviricetes, Articulavirales, Orthomyxoviridae, Betainfluenzavirus, Betainfluenzavirus influenzae, Influenza B virus	GCA_000820495.2	INBLE	Genome	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Betainfluenzavirus influenzae
UP000008159	Porcine epidemic diarrhea virus (strain CV777) (PEDV)	229032	7		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Alphacoronavirus, Pedacovirus, Alphacoronavirus porci, Porcine epidemic diarrhea virus	GCA_000848685.1	PEDV7	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus porci
UP000008164	Cupixi mammarenavirus (isolate Rat/Brasil/BeAn 119303/1970) (CPXV)	3052304	4		Unknown	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Arenaviridae, Mammarenavirus	GCA_000872485.1	CPXVB	Genome	Orthornavirae	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	Mammarenavirus	
UP000008167	Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2)	10515	45		Unknown	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Rowavirales, Adenoviridae, Mastadenovirus, Human mastadenovirus C	GCA_000845085.1	ADE02	Segment	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C
UP000008170	Human coronavirus HKU1 (isolate N1) (HCoV-HKU1)	443239	9		Unknown	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Embecovirus, Betacoronavirus hongkongense, Human coronavirus HKU1	GCA_000858765.1	CVHN1	Segment	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus hongkongense
