Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000317544	Buchnera aphidicola (Nipponaphis monzeni)	2495405	441	C:73.4%[S:73.2%,D:0.2%],F:0.9%,M:25.7%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola
UP000510842	Candidatus Portiera aleyrodidarum	91844	266	C:25.5%[S:25.5%,D:0.0%],F:0.6%,M:73.8%,n:619	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Candidatus Johnevansiales	Candidatus Johnevansiaceae	Candidatus Portiera	
UP000683585	Candidatus Profftia tarda	1177216	645	C:82.7%[S:82.0%,D:0.7%],F:0.9%,M:16.4%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Profftia	
UP000000211	Thermus oshimai JL-2	751945	2420	C:87.1%[S:87.1%,D:0.0%],F:5.6%,M:7.3%,n:124	Unknown	Thermotogati	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	Thermus oshimai
UP000000212	Carnobacterium maltaromaticum LMA28	1234679	3539	C:98.5%[S:95.5%,D:3.0%],F:1.5%,M:0.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium maltaromaticum
UP000000230	Enterobacter sp. (strain 638)	399742	4236	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	
UP000000231	Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus)	312153	2074	C:94.0%[S:94.0%,D:0.0%],F:1.5%,M:4.5%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter asymbioticus
UP000000233	Stutzerimonas stutzeri (strain A1501) (Pseudomonas stutzeri)	379731	4092	C:97.1%[S:97.1%,D:0.0%],F:0.9%,M:2.0%,n:782	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	Stutzerimonas stutzeri
UP000000235	Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / JCM 13857 / NBRC 105044 / CNB-440)	369723	4522	C:98.6%[S:97.9%,D:0.7%],F:0.3%,M:1.0%,n:292	Outlier (low value)	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora tropica
UP000000238	Hahella chejuensis (strain KCTC 2396)	349521	6751	C:99.4%[S:99.2%,D:0.2%],F:0.3%,M:0.3%,n:619	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella	Hahella chejuensis
UP000000239	Chromohalobacter salexigens (strain ATCC BAA-138 / DSM 3043 / CIP 106854 / NCIMB 13768 / 1H11)	290398	3298	C:99.7%[S:99.4%,D:0.3%],F:0.0%,M:0.3%,n:619	Close to standard (low value)	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter salexigens
UP000000245	Acidiphilium cryptum (strain JF-5)	349163	3521	C:98.2%[S:97.9%,D:0.3%],F:0.3%,M:1.5%,n:617	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acidocellaceae	Acidiphilium	Acidiphilium cryptum
UP000000247	Vesicomyosocius okutanii subsp. Calyptogena okutanii (strain HA)	412965	936	C:82.5%[S:82.2%,D:0.3%],F:1.1%,M:16.4%,n:366	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		Candidatus Pseudothioglobaceae	Candidatus Vesicomyosocius	
UP000000248	Dichelobacter nodosus (strain VCS1703A)	246195	1273	C:89.3%[S:89.3%,D:0.0%],F:1.1%,M:9.6%,n:366	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Dichelobacter	Dichelobacter nodosus
UP000000256	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)	351627	2629	C:99.4%[S:99.4%,D:0.0%],F:0.2%,M:0.4%,n:476	Unknown	Bacillati	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor saccharolyticus
UP000000260	Cronobacter sakazakii (strain ATCC BAA-894) (Enterobacter sakazakii)	290339	4421	C:96.1%[S:95.5%,D:0.7%],F:0.7%,M:3.2%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii
UP000000263	Roseiflexus castenholzii (strain DSM 13941 / HLO8)	383372	4324	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:271	Unknown	Bacillati	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Roseiflexus castenholzii
UP000000268	Acaryochloris marina (strain MBIC 11017)	329726	8172	C:98.6%[S:95.8%,D:2.8%],F:0.0%,M:1.4%,n:788	Unknown	Bacillati	Cyanobacteriota	Cyanophyceae	Acaryochloridales	Acaryochloridaceae	Acaryochloris	Acaryochloris marina
UP000000269	Alkaliphilus oremlandii (strain OhILAs) (Clostridium oremlandii (strain OhILAs))	350688	2828	C:98.9%[S:98.5%,D:0.4%],F:0.4%,M:0.8%,n:264	Unknown	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus	Alkaliphilus oremlandii
UP000000270	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / LMG 6465 / NBRC 14845 / NCIMB 13405 / ORS 571)	438753	4708	C:99.2%[S:98.0%,D:1.3%],F:0.2%,M:0.6%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Azorhizobium	Azorhizobium caulinodans
UP000000271	Bacillus selenitireducens (strain ATCC 700615 / DSM 15326 / MLS10)	439292	3231	C:98.7%[S:98.7%,D:0.0%],F:0.0%,M:1.3%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Salisediminibacterium	Salisediminibacterium selenitireducens
UP000000272	Thermosediminibacter oceani (strain ATCC BAA-1034 / DSM 16646 / JW/IW-1228P)	555079	2151	C:93.5%[S:93.1%,D:0.4%],F:0.8%,M:5.7%,n:247	Unknown	Bacillati	Bacillota	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	Thermosediminibacter	Thermosediminibacter oceani
UP000000276	Corynebacterium pseudotuberculosis (strain C231)	681645	2001	C:97.6%[S:97.6%,D:0.0%],F:0.1%,M:2.3%,n:743	Close to standard (low value)	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium pseudotuberculosis
UP000000310	Pseudopedobacter saltans (strain ATCC 51119 / DSM 12145 / JCM 21818 / CCUG 39354 / LMG 10337 / NBRC 100064 / NCIMB 13643) (Pedobacter saltans)	762903	3780	C:98.8%[S:98.7%,D:0.1%],F:0.0%,M:1.2%,n:1068	Unknown	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pseudopedobacter	Pseudopedobacter saltans
UP000000322	Sanguibacter keddieii (strain ATCC 51767 / DSM 10542 / NCFB 3025 / ST-74)	446469	3710	C:99.1%[S:98.7%,D:0.4%],F:0.0%,M:0.9%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Sanguibacteraceae	Sanguibacter	Sanguibacter keddieii
UP000000323	Thermobaculum terrenum (strain ATCC BAA-798 / CCMEE 7001 / YNP1)	525904	2827	C:92.6%[S:92.6%,D:0.0%],F:0.4%,M:7.0%,n:271	Unknown	Bacillati	Chloroflexota	Chloroflexia	Candidatus Thermobaculales	Candidatus Thermobaculaceae	Thermobaculum	Thermobaculum terrenum
UP000000328	Amycolatopsis mediterranei (strain U-32)	749927	9204	C:99.3%[S:97.9%,D:1.4%],F:0.7%,M:0.0%,n:292	Unknown	Bacillati	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis mediterranei
UP000000329	Herbaspirillum seropedicae (strain SmR1)	757424	4732	C:98.8%[S:98.1%,D:0.7%],F:0.4%,M:0.7%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum seropedicae
UP000000332	Brachyspira pilosicoli (strain ATCC BAA-1826 / 95/1000)	759914	2301	C:94.6%[S:94.6%,D:0.0%],F:1.3%,M:4.2%,n:239	Unknown	Pseudomonadati	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli
UP000000333	Olsenella uli (strain ATCC 49627 / DSM 7084 / CCUG 31166 / CIP 109912 / JCM 12494 / LMG 11480 / NCIMB 702895 / VPI D76D-27C) (Lactobacillus uli)	633147	1739	C:99.8%[S:99.8%,D:0.0%],F:0.0%,M:0.2%,n:548	Unknown	Bacillati	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli
UP000000343	Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9)	1198114	4514	C:99.8%[S:99.2%,D:0.7%],F:0.0%,M:0.2%,n:601	Unknown	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Granulicella	Granulicella tundricola
UP000000347	Caldicellulosiruptor obsidiansis (strain ATCC BAA-2073 / JCM 16842 / OB47)	608506	2184	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:476	Unknown	Bacillati	Bacillota		Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor obsidiansis
UP000000361	Paracoccus denitrificans (strain Pd 1222)	318586	5019	C:98.4%[S:97.2%,D:1.2%],F:0.0%,M:1.6%,n:833	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus denitrificans
UP000000362	Leuconostoc mesenteroides subsp. mesenteroides (strain ATCC 8293 / DSM 20343 / BCRC 11652 / CCM 1803 / JCM 6124 / NCDO 523 / NBRC 100496 / NCIMB 8023 / NCTC 12954 / NRRL B-1118 / 37Y)	203120	2002	C:97.3%[S:96.8%,D:0.5%],F:0.2%,M:2.5%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc mesenteroides
UP000000366	Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1)	420662	4359	C:98.4%[S:97.4%,D:1.0%],F:0.3%,M:1.3%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Methylibium	Methylibium petroleiphilum
UP000000370	Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) (Clostridium phytofermentans)	357809	3891	C:99.6%[S:98.8%,D:0.8%],F:0.0%,M:0.4%,n:247	Close to standard (high value)	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium phytofermentans
UP000000374	Verminephrobacter eiseniae (strain EF01-2)	391735	4911	C:97.8%[S:97.7%,D:0.1%],F:0.0%,M:2.2%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter	Verminephrobacter eiseniae
UP000000376	Arcanobacterium haemolyticum (strain ATCC 9345 / DSM 20595 / CCM 5947 / CCUG 17215 / LMG 16163 / NBRC 15585 / NCTC 8452 / 11018)	644284	1717	C:89.7%[S:89.7%,D:0.0%],F:0.7%,M:9.6%,n:292	Close to standard (low value)	Bacillati	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium haemolyticum
UP000000377	Streptomyces bingchenggensis (strain BCW-1)	749414	10019	C:98.2%[S:97.6%,D:0.6%],F:0.7%,M:1.1%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces bingchenggensis
UP000000378	Syntrophothermus lipocalidus (strain DSM 12680 / TGB-C1)	643648	2311	C:95.8%[S:95.1%,D:0.8%],F:1.1%,M:3.0%,n:264	Unknown	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophothermus	Syntrophothermus lipocalidus
UP000000379	Truepera radiovictrix (strain DSM 17093 / CIP 108686 / LMG 22925 / RQ-24)	649638	2924	C:88.7%[S:87.9%,D:0.8%],F:4.0%,M:7.3%,n:124	Unknown	Thermotogati	Deinococcota	Deinococci	Trueperales	Trueperaceae	Truepera	Truepera radiovictrix
UP000000383	Methylotenera versatilis (strain 301)	666681	2752	C:99.6%[S:99.5%,D:0.1%],F:0.0%,M:0.4%,n:738	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera	Methylotenera versatilis
UP000000393	Nitrosococcus watsoni (strain C-113)	105559	2880	C:96.8%[S:95.1%,D:1.7%],F:0.0%,M:3.2%,n:652	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus watsonii
UP000000417	Symbiobacterium thermophilum (strain DSM 24528 / JCM 14929 / IAM 14863 / T)	292459	3313	C:96.6%[S:95.8%,D:0.8%],F:1.1%,M:2.3%,n:264	Unknown	Bacillati	Bacillota	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum
UP000000419	Brucella melitensis biotype 1 (strain ATCC 23456 / CCUG 17765 / NCTC 10094 / 16M)	224914	3178	C:99.1%[S:99.1%,D:0.0%],F:0.6%,M:0.3%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella melitensis
UP000000421	Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston 1) (Rochalimaea henselae)	283166	1466	C:98.1%[S:98.1%,D:0.0%],F:0.0%,M:1.9%,n:639	Unknown	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella henselae
UP000000422	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / CCUG 13145 / JCM 31913 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	273121	2028	C:97.9%[S:97.8%,D:0.2%],F:0.3%,M:1.8%,n:628	Unknown	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
UP000000423	Ureaplasma parvum serovar 3 (strain ATCC 700970)	273119	611	C:97.7%[S:97.7%,D:0.0%],F:0.0%,M:2.3%,n:174	Unknown	Bacillati	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Ureaplasma	Ureaplasma parvum
UP000000424	Chlamydia pneumoniae TW-183	182082	685	C:98.9%[S:98.9%,D:0.0%],F:0.8%,M:0.4%,n:533	Unknown	Pseudomonadati	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pneumoniae
UP000000425	Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58)	122586	2003	C:98.0%[S:96.3%,D:1.7%],F:0.2%,M:1.7%,n:804	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis
UP000000428	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	227882	7672	C:99.5%[S:99.2%,D:0.3%],F:0.2%,M:0.3%,n:1579	Unknown	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces avermitilis
UP000000429	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	85962	1554	C:99.5%[S:99.5%,D:0.0%],F:0.3%,M:0.2%,n:628	Unknown	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
UP000000431	Chlamydia trachomatis serovar D (strain ATCC VR-885 / DSM 19411 / UW-3/Cx)	272561	895	C:98.9%[S:98.9%,D:0.0%],F:0.6%,M:0.6%,n:533	Unknown	Pseudomonadati	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis
UP000000432	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	220668	3087	C:96.0%[S:95.5%,D:0.5%],F:0.0%,M:4.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum
UP000000433	Dehalococcoides mccartyi (strain CBDB1)	255470	1454	C:98.9%[S:98.9%,D:0.0%],F:0.7%,M:0.4%,n:271	Unknown	Bacillati	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
UP000000439	Bifidobacterium longum (strain NCC 2705)	206672	1725	C:93.8%[S:92.8%,D:1.0%],F:0.7%,M:5.5%,n:292	Standard	Bacillati	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
UP000000440	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	197221	2451	C:96.8%[S:96.6%,D:0.1%],F:0.8%,M:2.5%,n:773	Unknown	Bacillati	Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	Thermosynechococcus vestitus
UP000000442	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	177437	4846	C:98.7%[S:98.0%,D:0.7%],F:0.0%,M:1.3%,n:599	Unknown	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulforapulum	Desulforapulum autotrophicum
UP000000444	Staphylococcus carnosus (strain TM300)	396513	2460	C:98.7%[S:98.7%,D:0.0%],F:1.1%,M:0.2%,n:450	Close to standard (low value)	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus carnosus
UP000000445	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E)	309803	1937	C:96.4%[S:95.8%,D:0.6%],F:0.8%,M:2.8%,n:713	Unknown	Thermotogati	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga neapolitana
UP000000447	Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 / P-2)	309801	2858	C:92.7%[S:92.7%,D:0.0%],F:2.4%,M:4.8%,n:124	Unknown	Pseudomonadati	Thermomicrobiota	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium roseum
UP000000448	Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH)	598659	1730	C:92.6%[S:92.4%,D:0.2%],F:0.7%,M:6.8%,n:591	Unknown	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nautilia	Nautilia profundicola
UP000000449	Streptococcus uberis (strain ATCC BAA-854 / 0140J)	218495	1760	C:96.0%[S:96.0%,D:0.0%],F:0.0%,M:4.0%,n:402	Unknown	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus uberis
UP000000450	Acidovorax ebreus (strain TPSY) (Diaphorobacter sp. (strain TPSY))	535289	3461	C:99.9%[S:99.4%,D:0.4%],F:0.0%,M:0.1%,n:688	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter	[Acidovorax] ebreus
UP000000466	Simiduia agarivorans (strain DSM 21679 / JCM 13881 / BCRC 17597 / SA1)	1117647	3812	C:99.0%[S:98.8%,D:0.2%],F:0.3%,M:0.7%,n:913	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Simiduia	Simiduia agarivorans
UP000000467	Thermacetogenium phaeum (strain ATCC BAA-254 / DSM 26808 / PB)	1089553	2803	C:97.7%[S:96.8%,D:0.8%],F:0.8%,M:1.5%,n:476	Unknown	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	Thermacetogenium phaeum
UP000000483	Desulfobacca acetoxidans (strain ATCC 700848 / DSM 11109 / ASRB2)	880072	2859	C:96.5%[S:95.8%,D:0.8%],F:0.4%,M:3.1%,n:259	Unknown	Pseudomonadati	Thermodesulfobacteriota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	Desulfobacca acetoxidans
UP000000485	Cellulomonas gilvus (strain ATCC 13127 / NRRL B-14078) (Cellvibrio gilvus)	593907	3153	C:99.4%[S:99.3%,D:0.2%],F:0.0%,M:0.6%,n:537	Unknown	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas gilvus
UP000000492	Corynebacterium resistens (strain DSM 45100 / JCM 12819 / GTC 2026 / SICGH 158)	662755	2160	C:96.0%[S:96.0%,D:0.0%],F:0.9%,M:3.1%,n:743	Standard	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium resistens
UP000000493	Runella slithyformis (strain ATCC 29530 / DSM 19594 / LMG 11500 / NCIMB 11436 / LSU 4)	761193	5750	C:99.9%[S:99.5%,D:0.4%],F:0.0%,M:0.1%,n:768	Unknown	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	Runella	Runella slithyformis
UP000000495	Parachlamydia acanthamoebae (strain UV7)	765952	2784	C:98.1%[S:97.4%,D:0.8%],F:0.4%,M:1.5%,n:533	Unknown	Pseudomonadati	Chlamydiota	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia acanthamoebae
UP000000496	Simkania negevensis (strain ATCC VR-1471 / DSM 27360 / Z)	331113	2516	C:94.6%[S:93.4%,D:1.1%],F:0.0%,M:5.4%,n:533	Unknown	Pseudomonadati	Chlamydiota	Chlamydiia	Parachlamydiales	Simkaniaceae	Simkania	Simkania negevensis
UP000000503	Gracilinema caldarium (strain ATCC 51460 / DSM 7334 / H1) (Treponema caldarium)	744872	2754	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:345	Unknown	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Breznakiellaceae	Gracilinema	Gracilinema caldarium
UP000000528	Mycoplasmopsis pulmonis (strain UAB CTIP) (Mycoplasma pulmonis)	272635	778	C:100.0%[S:98.3%,D:1.7%],F:0.0%,M:0.0%,n:174	Unknown	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis pulmonis
UP000000529	Protochlamydia amoebophila (strain UWE25)	264201	1879	C:96.8%[S:96.6%,D:0.2%],F:0.8%,M:2.4%,n:533	Unknown	Pseudomonadati	Chlamydiota	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	Candidatus Protochlamydia amoebophila
UP000000531	Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A)	176279	2492	C:99.8%[S:99.8%,D:0.0%],F:0.2%,M:0.0%,n:450	Unknown	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
UP000000532	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	300852	2227	C:87.9%[S:87.9%,D:0.0%],F:4.0%,M:8.1%,n:124	Close to standard (low value)	Thermotogati	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	Thermus thermophilus
UP000000535	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	242231	2106	C:97.6%[S:97.6%,D:0.0%],F:0.4%,M:2.0%,n:804	Unknown	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae
UP000000537	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	312309	3813	C:99.0%[S:99.0%,D:0.1%],F:0.4%,M:0.6%,n:1445	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio fischeri
UP000000545	Corynebacterium jeikeium (strain K411)	306537	2064	C:96.8%[S:96.4%,D:0.4%],F:0.7%,M:2.6%,n:743	Unknown	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium
UP000000546	Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4)	259536	2099	C:96.4%[S:96.2%,D:0.3%],F:1.1%,M:2.5%,n:366	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter arcticus
UP000000549	Mycoplasmopsis synoviae (strain 53) (Mycoplasma synoviae)	262723	679	C:98.9%[S:98.3%,D:0.6%],F:1.1%,M:0.0%,n:174	Unknown	Bacillati	Mycoplasmatota		Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis synoviae
UP000000555	Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	273068	2545	C:98.3%[S:97.7%,D:0.6%],F:0.0%,M:1.7%,n:476	Unknown	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus
UP000000556	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	160488	5527	C:99.7%[S:99.2%,D:0.5%],F:0.0%,M:0.3%,n:782	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
UP000000557	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	251221	4406	C:91.8%[S:89.9%,D:1.9%],F:0.8%,M:7.4%,n:773	Unknown	Bacillati	Cyanobacteriota	Cyanophyceae	Gloeobacterales	Gloeobacteraceae	Gloeobacter	Gloeobacter violaceus
UP000000558	Escherichia coli O157:H7	83334	5056	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:440	Unknown	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
UP000000566	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	435591	3830	C:99.6%[S:99.1%,D:0.6%],F:0.0%,M:0.4%,n:541	Unknown	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
